#Drug,Gene
CID000060795,P5733
CID000060795,P5732
CID000060795,P200909
CID000060795,P5739
CID000060795,P3358
CID000060795,P23620
CID000060795,P5995
CID000060795,P56413
CID000060795,P1812
CID000060795,P6915
CID000060795,P4158
CID000060795,P4159
CID000060795,P11250
CID000060795,P1814
CID000060795,P8484
CID000060795,P81491
CID000060795,P680
CID000060795,P11255
CID000041693,P1269
CID000041693,P124274
CID000041693,P2849
CID000041693,P2847
CID000041693,P2844
CID000041693,P2845
CID000041693,P2842
CID000041693,P54112
CID000041693,P136
CID000041693,P135
CID000041693,P134
CID000041693,P10692
CID000041693,P9287
CID000041693,P9283
CID000041693,P4985
CID000041693,P4987
CID000041693,P10663
CID000041693,P4988
CID000041693,P27201
CID000041693,P4889
CID000041693,P221391
CID000041693,P2850
CID000041693,P84539
CID000041693,P84634
CID000041693,P4887
CID000041693,P54329
CID000041693,P54328
CID000041693,P10886
CID000041693,P10887
CID000041693,P729230
CID000041693,P23566
CID000041693,P10888
CID000041693,P9170
CID000041693,P6010
CID000041693,P56923
CID000041693,P2798
CID000041693,P128674
CID000041693,P10803
CID000041693,P319100
CID000041693,P23596
CID000041693,P94233
CID000041693,P3274
CID000041693,P285601
CID000041693,P2827
CID000041693,P53831
CID000041693,P1902
CID000041693,P338557
CID000041693,P1234
CID000041693,P1230
CID000041693,P1813
CID000041693,P1232
CID000041693,P1233
CID000041693,P1238
CID000041693,P2837
CID000041693,P2835
CID000041693,P2834
CID000041693,P2832
CID000041693,P2831
CID000041693,P2830
CID000041693,P344561
CID000041693,P2652
CID000041693,P3354
CID000041693,P5737
CID000041693,P1241
CID000041693,P8811
CID000041693,P3351
CID000041693,P83550
CID000041693,P3350
CID000041693,P623
CID000041693,P2861
CID000041693,P64106
CID000041693,P3352
CID000041693,P339403
CID000041693,P153
CID000041693,P7852
CID000041693,P83873
CID000041693,P152
CID000041693,P155
CID000041693,P9038
CID000041693,P134864
CID000041693,P64582
CID000041693,P4829
CID000041693,P5540
CID000041693,P3361
CID000041693,P3362
CID000041693,P3363
CID000041693,P186
CID000041693,P187
CID000041693,P185
CID000041693,P2587
CID000041693,P9293
CID000041693,P5021
CID000041693,P57007
CID000041693,P4986
CID000041693,P118442
CID000041693,P8477
CID000041693,P4157
CID000041693,P84109
CID000041693,P5346
CID000041693,P2925
CID000041693,P5956
CID000041693,P6752
CID000041693,P6753
CID000041693,P350383
CID000041693,P6751
CID000041693,P6754
CID000041693,P6755
CID000041693,P2693
CID000041693,P151
CID000041693,P150
CID000041693,P2862
CID000041693,P2863
CID000041693,P887
CID000041693,P886
CID000041693,P554
CID000041693,P4886
CID000041693,P552
CID000041693,P59340
CID000041693,P3062
CID000041693,P3061
CID000041693,P4923
CID000041693,P1816
CID000041693,P5729
CID000041693,P4161
CID000041693,P4160
CID000041693,P11245
CID000041693,P7201
CID000041693,P139760
CID000041693,P146
CID000041693,P147
CID000041693,P134391
CID000041693,P140
CID000041693,P51289
CID000041693,P611
CID000041693,P148
CID000041693,P3355
CID000041693,P5734
CID000041693,P3357
CID000041693,P3356
CID000041693,P5731
CID000041693,P10316
CID000041693,P5733
CID000041693,P5732
CID000041693,P5739
CID000041693,P3358
CID000041693,P23620
CID000041693,P5995
CID000041693,P56413
CID000041693,P1812
CID000041693,P6915
CID000041693,P4158
CID000041693,P4159
CID000041693,P11250
CID000041693,P1814
CID000041693,P8484
CID000041693,P81491
CID000041693,P83551
CID000041693,P680
CID000041693,P11255
CID000002092,P1269
CID000002092,P124274
CID000002092,P2849
CID000002092,P2847
CID000002092,P2844
CID000002092,P2845
CID000002092,P2842
CID000002092,P54112
CID000002092,P136
CID000002092,P135
CID000002092,P134
CID000002092,P10692
CID000002092,P9287
CID000002092,P9283
CID000002092,P4985
CID000002092,P4987
CID000002092,P10663
CID000002092,P4988
CID000002092,P27201
CID000002092,P4889
CID000002092,P221391
CID000002092,P2850
CID000002092,P84539
CID000002092,P84634
CID000002092,P4887
CID000002092,P54329
CID000002092,P54328
CID000002092,P10886
CID000002092,P10887
CID000002092,P729230
CID000002092,P23566
CID000002092,P10888
CID000002092,P9170
CID000002092,P6010
CID000002092,P56923
CID000002092,P2798
CID000002092,P128674
CID000002092,P10803
CID000002092,P319100
CID000002092,P23596
CID000002092,P94233
CID000002092,P3274
CID000002092,P285601
CID000002092,P2827
CID000002092,P53831
CID000002092,P1902
CID000002092,P338557
CID000002092,P1234
CID000002092,P1230
CID000002092,P1813
CID000002092,P1232
CID000002092,P1233
CID000002092,P1238
CID000002092,P2837
CID000002092,P2835
CID000002092,P2834
CID000002092,P2832
CID000002092,P2831
CID000002092,P2830
CID000002092,P344561
CID000002092,P2652
CID000002092,P3354
CID000002092,P5737
CID000002092,P1241
CID000002092,P8811
CID000002092,P3351
CID000002092,P83550
CID000002092,P3350
CID000002092,P623
CID000002092,P2861
CID000002092,P64106
CID000002092,P3352
CID000002092,P339403
CID000002092,P153
CID000002092,P7852
CID000002092,P83873
CID000002092,P152
CID000002092,P155
CID000002092,P9038
CID000002092,P134864
CID000002092,P64582
CID000002092,P4829
CID000002092,P5540
CID000002092,P3361
CID000002092,P3362
CID000002092,P3363
CID000002092,P186
CID000002092,P187
CID000002092,P185
CID000002092,P2587
CID000002092,P9293
CID000002092,P5021
CID000002092,P57007
CID000002092,P4986
CID000002092,P118442
CID000002092,P8477
CID000002092,P4157
CID000002092,P84109
CID000002092,P2925
CID000002092,P5956
CID000002092,P6752
CID000002092,P6753
CID000002092,P350383
CID000002092,P6751
CID000002092,P6754
CID000002092,P6755
CID000002092,P2693
CID000002092,P151
CID000002092,P150
CID000002092,P2862
CID000002092,P2863
CID000002092,P887
CID000002092,P886
CID000002092,P554
CID000002092,P4886
CID000002092,P552
CID000002092,P59340
CID000002092,P3062
CID000002092,P3061
CID000002092,P4923
CID000002092,P1816
CID000002092,P5729
CID000002092,P4161
CID000002092,P4160
CID000002092,P11245
CID000002092,P7201
CID000002092,P139760
CID000002092,P146
CID000002092,P147
CID000002092,P134391
CID000002092,P140
CID000002092,P51289
CID000002092,P611
CID000002092,P148
CID000002092,P3355
CID000002092,P5734
CID000002092,P3357
CID000002092,P3356
CID000002092,P5731
CID000002092,P10316
CID000002092,P5733
CID000002092,P5732
CID000002092,P5739
CID000002092,P3358
CID000002092,P23620
CID000002092,P5995
CID000002092,P56413
CID000002092,P1812
CID000002092,P6915
CID000002092,P4158
CID000002092,P4159
CID000002092,P11250
CID000002092,P1814
CID000002092,P8484
CID000002092,P81491
CID000002092,P83551
CID000002092,P680
CID000002092,P11255
CID000003746,P1128
CID000003746,P1129
CID000003746,P1133
CID000003746,P1132
CID000003746,P1131
CID000003746,P3269
CID000002764,P1269
CID000002764,P124274
CID000002764,P2849
CID000002764,P2847
CID000002764,P2844
CID000002764,P2845
CID000002764,P2842
CID000002764,P54112
CID000002764,P136
CID000002764,P135
CID000002764,P134
CID000002764,P10692
CID000002764,P9287
CID000002764,P9283
CID000002764,P4985
CID000002764,P4987
CID000002764,P10663
CID000002764,P4988
CID000002764,P27201
CID000002764,P4889
CID000002764,P221391
CID000002764,P2850
CID000002764,P84539
CID000002764,P84634
CID000002764,P4887
CID000002764,P54329
CID000002764,P54328
CID000002764,P10886
CID000002764,P10887
CID000002764,P729230
CID000002764,P23566
CID000002764,P10888
CID000002764,P9170
CID000002764,P6010
CID000002764,P56923
CID000002764,P2798
CID000002764,P128674
CID000002764,P10803
CID000002764,P319100
CID000002764,P23596
CID000002764,P94233
CID000002764,P3274
CID000002764,P285601
CID000002764,P2827
CID000002764,P53831
CID000002764,P1902
CID000002764,P338557
CID000002764,P1234
CID000002764,P1230
CID000002764,P1813
CID000002764,P1232
CID000002764,P1233
CID000002764,P1238
CID000002764,P2837
CID000002764,P2835
CID000002764,P2834
CID000002764,P2832
CID000002764,P2831
CID000002764,P2830
CID000002764,P344561
CID000002764,P2652
CID000002764,P3354
CID000002764,P5737
CID000002764,P1241
CID000002764,P8811
CID000002764,P3351
CID000002764,P7155
CID000002764,P83550
CID000002764,P3350
CID000002764,P623
CID000002764,P2861
CID000002764,P64106
CID000002764,P3352
CID000002764,P339403
CID000002764,P153
CID000002764,P7852
CID000002764,P83873
CID000002764,P152
CID000002764,P155
CID000002764,P9038
CID000002764,P134864
CID000002764,P64582
CID000002764,P4829
CID000002764,P5540
CID000002764,P3361
CID000002764,P3362
CID000002764,P3363
CID000002764,P186
CID000002764,P187
CID000002764,P185
CID000002764,P2587
CID000002764,P9293
CID000002764,P5021
CID000002764,P57007
CID000002764,P4986
CID000002764,P118442
CID000002764,P8477
CID000002764,P4157
CID000002764,P84109
CID000002764,P2925
CID000002764,P5956
CID000002764,P6752
CID000002764,P6753
CID000002764,P350383
CID000002764,P6751
CID000002764,P6754
CID000002764,P6755
CID000002764,P2693
CID000002764,P151
CID000002764,P150
CID000002764,P2862
CID000002764,P2863
CID000002764,P887
CID000002764,P886
CID000002764,P554
CID000002764,P4886
CID000002764,P552
CID000002764,P59340
CID000002764,P3062
CID000002764,P3061
CID000002764,P4923
CID000002764,P1816
CID000002764,P5729
CID000002764,P4161
CID000002764,P4160
CID000002764,P11245
CID000002764,P7201
CID000002764,P139760
CID000002764,P146
CID000002764,P147
CID000002764,P134391
CID000002764,P140
CID000002764,P51289
CID000002764,P611
CID000002764,P148
CID000002764,P3355
CID000002764,P5734
CID000002764,P3357
CID000002764,P3356
CID000002764,P5731
CID000002764,P10316
CID000002764,P5733
CID000002764,P5732
CID000002764,P5739
CID000002764,P3358
CID000002764,P23620
CID000002764,P5995
CID000002764,P56413
CID000002764,P1812
CID000002764,P6915
CID000002764,P4158
CID000002764,P4159
CID000002764,P11250
CID000002764,P1814
CID000002764,P8484
CID000002764,P81491
CID000002764,P83551
CID000002764,P680
CID000002764,P11255
CID000004046,P3757
CID000110635,P5158
CID000110635,P27115
CID000110635,P10846
CID000110635,P5146
CID000110635,P5150
CID000110635,P5145
CID000110635,P5142
CID000110635,P50940
CID000110635,P5143
CID000110635,P5138
CID000110635,P8654
CID000002187,P1588
CID000005734,P4129
CID000005734,P771
CID000005734,P762
CID000005734,P763
CID000005734,P759
CID000005734,P766
CID000005734,P377677
CID000005734,P765
CID000005734,P11238
CID000005734,P768
CID000005734,P760
CID000005029,P1814
CID000005029,P151
CID000004927,P1269
CID000004927,P124274
CID000004927,P2849
CID000004927,P2847
CID000004927,P2844
CID000004927,P2845
CID000004927,P2842
CID000004927,P54112
CID000004927,P136
CID000004927,P135
CID000004927,P134
CID000004927,P10692
CID000004927,P9287
CID000004927,P9283
CID000004927,P4985
CID000004927,P4987
CID000004927,P10663
CID000004927,P4988
CID000004927,P27201
CID000004927,P4889
CID000004927,P221391
CID000004927,P2850
CID000004927,P84539
CID000004927,P84634
CID000004927,P4887
CID000004927,P54329
CID000004927,P54328
CID000004927,P10886
CID000004927,P10887
CID000004927,P729230
CID000004927,P23566
CID000004927,P10888
CID000004927,P9170
CID000004927,P6010
CID000004927,P56923
CID000004927,P2798
CID000004927,P128674
CID000004927,P10803
CID000004927,P1128
CID000004927,P1129
CID000004927,P319100
CID000004927,P23596
CID000004927,P94233
CID000004927,P3274
CID000004927,P285601
CID000004927,P2827
CID000004927,P53831
CID000004927,P1902
CID000004927,P338557
CID000004927,P1234
CID000004927,P1230
CID000004927,P1813
CID000004927,P1232
CID000004927,P1233
CID000004927,P1133
CID000004927,P1132
CID000004927,P1131
CID000004927,P1238
CID000004927,P2837
CID000004927,P2835
CID000004927,P2834
CID000004927,P2832
CID000004927,P2831
CID000004927,P2830
CID000004927,P344561
CID000004927,P2652
CID000004927,P3354
CID000004927,P5737
CID000004927,P1241
CID000004927,P8811
CID000004927,P3351
CID000004927,P83550
CID000004927,P3350
CID000004927,P623
CID000004927,P2861
CID000004927,P64106
CID000004927,P3352
CID000004927,P339403
CID000004927,P153
CID000004927,P7852
CID000004927,P3269
CID000004927,P83873
CID000004927,P152
CID000004927,P6532
CID000004927,P5621
CID000004927,P6530
CID000004927,P155
CID000004927,P9038
CID000004927,P134864
CID000004927,P64582
CID000004927,P4829
CID000004927,P5540
CID000004927,P3361
CID000004927,P3362
CID000004927,P3363
CID000004927,P186
CID000004927,P187
CID000004927,P185
CID000004927,P2587
CID000004927,P9293
CID000004927,P5021
CID000004927,P57007
CID000004927,P4986
CID000004927,P118442
CID000004927,P8477
CID000004927,P4157
CID000004927,P84109
CID000004927,P2925
CID000004927,P5956
CID000004927,P6752
CID000004927,P6753
CID000004927,P350383
CID000004927,P6751
CID000004927,P6754
CID000004927,P6755
CID000004927,P2693
CID000004927,P151
CID000004927,P150
CID000004927,P2862
CID000004927,P2863
CID000004927,P887
CID000004927,P886
CID000004927,P554
CID000004927,P4886
CID000004927,P552
CID000004927,P59340
CID000004927,P3062
CID000004927,P3061
CID000004927,P4923
CID000004927,P1816
CID000004927,P5729
CID000004927,P4161
CID000004927,P4160
CID000004927,P11245
CID000004927,P7201
CID000004927,P139760
CID000004927,P146
CID000004927,P147
CID000004927,P134391
CID000004927,P140
CID000004927,P51289
CID000004927,P611
CID000004927,P148
CID000004927,P3355
CID000004927,P5734
CID000004927,P3357
CID000004927,P3356
CID000004927,P5731
CID000004927,P10316
CID000004927,P5733
CID000004927,P5732
CID000004927,P5739
CID000004927,P3358
CID000004927,P23620
CID000004927,P5995
CID000004927,P56413
CID000004927,P1812
CID000004927,P6915
CID000004927,P4158
CID000004927,P4159
CID000004927,P11250
CID000004927,P1814
CID000004927,P8484
CID000004927,P81491
CID000004927,P83551
CID000004927,P680
CID000004927,P11255
CID000003559,P130340
CID000003559,P1269
CID000003559,P124274
CID000003559,P2849
CID000003559,P2847
CID000003559,P2844
CID000003559,P2845
CID000003559,P2842
CID000003559,P10682
CID000003559,P54112
CID000003559,P136
CID000003559,P135
CID000003559,P134
CID000003559,P10692
CID000003559,P118442
CID000003559,P9287
CID000003559,P9283
CID000003559,P4985
CID000003559,P4987
CID000003559,P10663
CID000003559,P8905
CID000003559,P4988
CID000003559,P27201
CID000003559,P285242
CID000003559,P4889
CID000003559,P221391
CID000003559,P2850
CID000003559,P84539
CID000003559,P84634
CID000003559,P4887
CID000003559,P54329
CID000003559,P54328
CID000003559,P10886
CID000003559,P10887
CID000003559,P729230
CID000003559,P9177
CID000003559,P23566
CID000003559,P10888
CID000003559,P9170
CID000003559,P6010
CID000003559,P56923
CID000003559,P2798
CID000003559,P128674
CID000003559,P10803
CID000003559,P1128
CID000003559,P1129
CID000003559,P319100
CID000003559,P23596
CID000003559,P1176
CID000003559,P94233
CID000003559,P3274
CID000003559,P1174
CID000003559,P285601
CID000003559,P10239
CID000003559,P2827
CID000003559,P53831
CID000003559,P1902
CID000003559,P338557
CID000003559,P1234
CID000003559,P1230
CID000003559,P1813
CID000003559,P1232
CID000003559,P1233
CID000003559,P170572
CID000003559,P1132
CID000003559,P1131
CID000003559,P1238
CID000003559,P2837
CID000003559,P2835
CID000003559,P2834
CID000003559,P2832
CID000003559,P2831
CID000003559,P2830
CID000003559,P344561
CID000003559,P2652
CID000003559,P5734
CID000003559,P5737
CID000003559,P5243
CID000003559,P1241
CID000003559,P8811
CID000003559,P3351
CID000003559,P83550
CID000003559,P83551
CID000003559,P623
CID000003559,P2861
CID000003559,P64106
CID000003559,P3352
CID000003559,P339403
CID000003559,P153
CID000003559,P3757
CID000003559,P7852
CID000003559,P3269
CID000003559,P83873
CID000003559,P152
CID000003559,P6532
CID000003559,P6530
CID000003559,P6531
CID000003559,P155
CID000003559,P9038
CID000003559,P134864
CID000003559,P64582
CID000003559,P11154
CID000003559,P4829
CID000003559,P3359
CID000003559,P5540
CID000003559,P3361
CID000003559,P3362
CID000003559,P3363
CID000003559,P186
CID000003559,P187
CID000003559,P185
CID000003559,P2587
CID000003559,P9293
CID000003559,P5021
CID000003559,P57007
CID000003559,P4986
CID000003559,P10316
CID000003559,P8477
CID000003559,P4157
CID000003559,P84109
CID000003559,P2925
CID000003559,P5956
CID000003559,P6752
CID000003559,P6753
CID000003559,P350383
CID000003559,P6751
CID000003559,P6754
CID000003559,P6755
CID000003559,P2693
CID000003559,P151
CID000003559,P150
CID000003559,P2862
CID000003559,P2863
CID000003559,P887
CID000003559,P886
CID000003559,P554
CID000003559,P4886
CID000003559,P552
CID000003559,P59340
CID000003559,P3062
CID000003559,P3061
CID000003559,P4923
CID000003559,P1816
CID000003559,P5729
CID000003559,P4161
CID000003559,P4160
CID000003559,P11245
CID000003559,P7201
CID000003559,P139760
CID000003559,P146
CID000003559,P147
CID000003559,P1175
CID000003559,P134391
CID000003559,P140
CID000003559,P51289
CID000003559,P611
CID000003559,P1133
CID000003559,P148
CID000003559,P3355
CID000003559,P3354
CID000003559,P3357
CID000003559,P3356
CID000003559,P5731
CID000003559,P3350
CID000003559,P5733
CID000003559,P5732
CID000003559,P200909
CID000003559,P5739
CID000003559,P3358
CID000003559,P23620
CID000003559,P5995
CID000003559,P56413
CID000003559,P1812
CID000003559,P6915
CID000003559,P4158
CID000003559,P4159
CID000003559,P11250
CID000003559,P1814
CID000003559,P8484
CID000003559,P81491
CID000003559,P680
CID000003559,P11255
CID000004634,P1128
CID000004634,P1129
CID000004634,P1557
CID000004634,P1133
CID000004634,P1132
CID000004634,P1131
CID000004634,P3357
CID000004634,P1814
CID000004634,P6531
CID000004634,P3269
CID000002662,P151
CID000002662,P768
CID000002662,P7018
CID000002662,P762
CID000002662,P763
CID000002662,P760
CID000002662,P761
CID000002662,P766
CID000002662,P767
CID000002662,P4241
CID000002662,P5742
CID000002662,P4025
CID000002662,P7173
CID000002662,P6531
CID000002662,P7837
CID000002662,P56934
CID000002662,P137902
CID000002662,P1565
CID000002662,P771
CID000002662,P770
CID000002662,P759
CID000002662,P11238
CID000002662,P5803
CID000002662,P765
CID000002662,P8288
CID000002662,P4353
CID000002662,P1432
CID000002662,P1559
CID000002662,P377677
CID000002662,P5743
CID000002662,P5793
CID000004058,P348932
CID000004058,P3757
CID000004058,P6536
CID000004058,P6534
CID000004058,P6535
CID000004058,P6532
CID000004058,P6533
CID000004058,P6530
CID000004058,P6531
CID000004058,P6538
CID000004058,P6539
CID000004058,P55117
CID000004058,P3363
CID000004058,P28968
CID000004058,P4985
CID000004058,P4986
CID000004058,P4988
CID000004058,P388662
CID000004058,P9152
CID000004058,P54716
CID000004058,P3356
CID000004058,P340024
CID000004058,P6529
CID000004058,P3358
CID000004058,P4157
CID000004058,P6540
CID000004058,P11254
CID000004058,P3350
CID000002771,P1269
CID000002771,P124274
CID000002771,P2849
CID000002771,P2847
CID000002771,P2844
CID000002771,P2845
CID000002771,P2842
CID000002771,P54112
CID000002771,P136
CID000002771,P135
CID000002771,P134
CID000002771,P10692
CID000002771,P118442
CID000002771,P55117
CID000002771,P9287
CID000002771,P9283
CID000002771,P28968
CID000002771,P4985
CID000002771,P4987
CID000002771,P10663
CID000002771,P4988
CID000002771,P388662
CID000002771,P4889
CID000002771,P221391
CID000002771,P2850
CID000002771,P84539
CID000002771,P84634
CID000002771,P4887
CID000002771,P54329
CID000002771,P54328
CID000002771,P10886
CID000002771,P10887
CID000002771,P729230
CID000002771,P23566
CID000002771,P10888
CID000002771,P9170
CID000002771,P6010
CID000002771,P56923
CID000002771,P83873
CID000002771,P2798
CID000002771,P128674
CID000002771,P10803
CID000002771,P1128
CID000002771,P1129
CID000002771,P319100
CID000002771,P23596
CID000002771,P94233
CID000002771,P3274
CID000002771,P285601
CID000002771,P2827
CID000002771,P53831
CID000002771,P1902
CID000002771,P9152
CID000002771,P338557
CID000002771,P54716
CID000002771,P1234
CID000002771,P64582
CID000002771,P1230
CID000002771,P1813
CID000002771,P1232
CID000002771,P1233
CID000002771,P1133
CID000002771,P1132
CID000002771,P1131
CID000002771,P1238
CID000002771,P7852
CID000002771,P2837
CID000002771,P2835
CID000002771,P2834
CID000002771,P2832
CID000002771,P2831
CID000002771,P2830
CID000002771,P344561
CID000002771,P2652
CID000002771,P3354
CID000002771,P5737
CID000002771,P1241
CID000002771,P8811
CID000002771,P3351
CID000002771,P83550
CID000002771,P83551
CID000002771,P623
CID000002771,P2861
CID000002771,P64106
CID000002771,P3352
CID000002771,P339403
CID000002771,P153
CID000002771,P3757
CID000002771,P6536
CID000002771,P3269
CID000002771,P6534
CID000002771,P6535
CID000002771,P6532
CID000002771,P6533
CID000002771,P6530
CID000002771,P6531
CID000002771,P155
CID000002771,P9038
CID000002771,P134864
CID000002771,P6538
CID000002771,P6539
CID000002771,P554
CID000002771,P4829
CID000002771,P5540
CID000002771,P3361
CID000002771,P3362
CID000002771,P3363
CID000002771,P186
CID000002771,P187
CID000002771,P185
CID000002771,P2587
CID000002771,P9293
CID000002771,P5021
CID000002771,P57007
CID000002771,P4986
CID000002771,P56413
CID000002771,P10316
CID000002771,P340024
CID000002771,P6529
CID000002771,P8477
CID000002771,P4157
CID000002771,P84109
CID000002771,P2925
CID000002771,P5956
CID000002771,P6752
CID000002771,P6753
CID000002771,P350383
CID000002771,P6751
CID000002771,P6754
CID000002771,P6755
CID000002771,P2693
CID000002771,P11254
CID000002771,P151
CID000002771,P150
CID000002771,P2862
CID000002771,P2863
CID000002771,P887
CID000002771,P886
CID000002771,P348932
CID000002771,P4886
CID000002771,P552
CID000002771,P59340
CID000002771,P3062
CID000002771,P3061
CID000002771,P152
CID000002771,P27201
CID000002771,P4923
CID000002771,P1816
CID000002771,P5729
CID000002771,P4161
CID000002771,P4160
CID000002771,P11245
CID000002771,P7201
CID000002771,P139760
CID000002771,P146
CID000002771,P147
CID000002771,P134391
CID000002771,P140
CID000002771,P51289
CID000002771,P611
CID000002771,P148
CID000002771,P3355
CID000002771,P5734
CID000002771,P3357
CID000002771,P3356
CID000002771,P5731
CID000002771,P3350
CID000002771,P5733
CID000002771,P5732
CID000002771,P5739
CID000002771,P3358
CID000002771,P23620
CID000002771,P5995
CID000002771,P6915
CID000002771,P1812
CID000002771,P6540
CID000002771,P4158
CID000002771,P4159
CID000002771,P11250
CID000002771,P1814
CID000002771,P8484
CID000002771,P81491
CID000002771,P680
CID000002771,P11255
CID000002141,P1814
CID000003325,P3274
CID000003869,P1269
CID000003869,P124274
CID000003869,P2849
CID000003869,P2847
CID000003869,P2844
CID000003869,P2845
CID000003869,P2842
CID000003869,P54112
CID000003869,P136
CID000003869,P135
CID000003869,P134
CID000003869,P10692
CID000003869,P9287
CID000003869,P9283
CID000003869,P4985
CID000003869,P4987
CID000003869,P10663
CID000003869,P4988
CID000003869,P27201
CID000003869,P4889
CID000003869,P221391
CID000003869,P2850
CID000003869,P84539
CID000003869,P84634
CID000003869,P4887
CID000003869,P54329
CID000003869,P54328
CID000003869,P10886
CID000003869,P10887
CID000003869,P729230
CID000003869,P23566
CID000003869,P10888
CID000003869,P9170
CID000003869,P6010
CID000003869,P56923
CID000003869,P2798
CID000003869,P128674
CID000003869,P10803
CID000003869,P319100
CID000003869,P23596
CID000003869,P94233
CID000003869,P3274
CID000003869,P285601
CID000003869,P2827
CID000003869,P53831
CID000003869,P1902
CID000003869,P338557
CID000003869,P1234
CID000003869,P1230
CID000003869,P1813
CID000003869,P1232
CID000003869,P1233
CID000003869,P1238
CID000003869,P2837
CID000003869,P2835
CID000003869,P2834
CID000003869,P2832
CID000003869,P2831
CID000003869,P2830
CID000003869,P344561
CID000003869,P2652
CID000003869,P3354
CID000003869,P5737
CID000003869,P1241
CID000003869,P8811
CID000003869,P3351
CID000003869,P83550
CID000003869,P3350
CID000003869,P623
CID000003869,P2861
CID000003869,P64106
CID000003869,P3352
CID000003869,P339403
CID000003869,P153
CID000003869,P7852
CID000003869,P83873
CID000003869,P152
CID000003869,P6531
CID000003869,P155
CID000003869,P9038
CID000003869,P134864
CID000003869,P64582
CID000003869,P4829
CID000003869,P5540
CID000003869,P3361
CID000003869,P3362
CID000003869,P3363
CID000003869,P186
CID000003869,P187
CID000003869,P185
CID000003869,P2587
CID000003869,P9293
CID000003869,P5021
CID000003869,P57007
CID000003869,P4986
CID000003869,P118442
CID000003869,P8477
CID000003869,P4157
CID000003869,P84109
CID000003869,P2925
CID000003869,P5956
CID000003869,P6752
CID000003869,P6753
CID000003869,P350383
CID000003869,P6751
CID000003869,P6754
CID000003869,P6755
CID000003869,P2693
CID000003869,P151
CID000003869,P150
CID000003869,P2862
CID000003869,P2863
CID000003869,P887
CID000003869,P886
CID000003869,P554
CID000003869,P4886
CID000003869,P552
CID000003869,P59340
CID000003869,P3062
CID000003869,P3061
CID000003869,P4923
CID000003869,P1816
CID000003869,P5729
CID000003869,P4161
CID000003869,P4160
CID000003869,P11245
CID000003869,P7201
CID000003869,P139760
CID000003869,P1565
CID000003869,P146
CID000003869,P147
CID000003869,P134391
CID000003869,P140
CID000003869,P51289
CID000003869,P611
CID000003869,P148
CID000003869,P3355
CID000003869,P5734
CID000003869,P3357
CID000003869,P3356
CID000003869,P5731
CID000003869,P10316
CID000003869,P5733
CID000003869,P5732
CID000003869,P5739
CID000003869,P3358
CID000003869,P23620
CID000003869,P5995
CID000003869,P56413
CID000003869,P1812
CID000003869,P6915
CID000003869,P4158
CID000003869,P4159
CID000003869,P11250
CID000003869,P1814
CID000003869,P8484
CID000003869,P81491
CID000003869,P83551
CID000003869,P680
CID000003869,P11255
CID000005530,P4129
CID000005530,P4128
CID000005530,P1557
CID000005530,P3350
CID000005530,P6531
CID000005530,P3358
CID000004740,P1117
CID000004740,P27159
CID000004740,P5016
CID000004740,P1116
CID000003661,P1128
CID000003661,P1129
CID000003661,P1133
CID000003661,P1132
CID000003661,P1131
CID000003661,P3356
CID000003661,P3269
CID000002477,P1269
CID000002477,P124274
CID000002477,P2849
CID000002477,P2847
CID000002477,P2844
CID000002477,P2845
CID000002477,P2842
CID000002477,P54112
CID000002477,P136
CID000002477,P135
CID000002477,P134
CID000002477,P10692
CID000002477,P9287
CID000002477,P9283
CID000002477,P4985
CID000002477,P4987
CID000002477,P10663
CID000002477,P4988
CID000002477,P27201
CID000002477,P4889
CID000002477,P221391
CID000002477,P2850
CID000002477,P84539
CID000002477,P84634
CID000002477,P4887
CID000002477,P54329
CID000002477,P54328
CID000002477,P10886
CID000002477,P10887
CID000002477,P729230
CID000002477,P23566
CID000002477,P10888
CID000002477,P9170
CID000002477,P6010
CID000002477,P56923
CID000002477,P2798
CID000002477,P128674
CID000002477,P10803
CID000002477,P55244
CID000002477,P319100
CID000002477,P23596
CID000002477,P94233
CID000002477,P3274
CID000002477,P285601
CID000002477,P2827
CID000002477,P53831
CID000002477,P1902
CID000002477,P338557
CID000002477,P1234
CID000002477,P1230
CID000002477,P1813
CID000002477,P1232
CID000002477,P1233
CID000002477,P1238
CID000002477,P2837
CID000002477,P2835
CID000002477,P2834
CID000002477,P2832
CID000002477,P2831
CID000002477,P2830
CID000002477,P344561
CID000002477,P2652
CID000002477,P3354
CID000002477,P5737
CID000002477,P1241
CID000002477,P8811
CID000002477,P3351
CID000002477,P83550
CID000002477,P3350
CID000002477,P623
CID000002477,P2861
CID000002477,P64106
CID000002477,P3352
CID000002477,P339403
CID000002477,P153
CID000002477,P7852
CID000002477,P83873
CID000002477,P152
CID000002477,P155
CID000002477,P9038
CID000002477,P134864
CID000002477,P64582
CID000002477,P4829
CID000002477,P5540
CID000002477,P3361
CID000002477,P3362
CID000002477,P3363
CID000002477,P186
CID000002477,P187
CID000002477,P185
CID000002477,P2587
CID000002477,P9293
CID000002477,P5021
CID000002477,P57007
CID000002477,P4986
CID000002477,P118442
CID000002477,P8477
CID000002477,P4157
CID000002477,P84109
CID000002477,P2925
CID000002477,P5956
CID000002477,P6752
CID000002477,P6753
CID000002477,P350383
CID000002477,P6751
CID000002477,P6754
CID000002477,P6755
CID000002477,P2693
CID000002477,P151
CID000002477,P150
